,Country,TotalCases,TotalDeaths,TotalRecovered,date
1582,Colombia,3,0.0,0.0,3/9/20
1581,Bangladesh,3,0.0,0.0,3/9/20
1580,Maldives,4,0.0,0.0,3/9/20
1579,Bulgaria,4,0.0,0.0,3/9/20
1578,Bosnia and Herzegovina,4,0.0,0.0,3/9/20
1577,Senegal,4,0.0,1.0,3/9/20
1576,North Macedonia,4,0.0,0.0,3/9/20
1575,Afghanistan,4,0.0,0.0,3/9/20
1574,French Guiana,5,0.0,0.0,3/9/20
1573,Tunisia,5,0.0,0.0,3/9/20
1572,New Zealand,5,0.0,0.0,3/9/20
1571,Luxembourg,5,0.0,0.0,3/9/20
1570,Dominican Republic,5,0.0,0.0,3/9/20
1569,Latvia,6,0.0,1.0,3/9/20
1568,Belarus,6,0.0,0.0,3/9/20
1567,South Africa,7,0.0,0.0,3/9/20
1566,Peru,7,0.0,0.0,3/9/20
1565,Pakistan,7,0.0,1.0,3/9/20
1564,Mexico,7,0.0,1.0,3/9/20
1563,Slovakia,8,0.0,0.0,3/9/20
1562,Hungary,9,0.0,0.0,3/9/20
1561,Costa Rica,9,0.0,0.0,3/9/20
1560,Azerbaijan,9,0.0,0.0,3/9/20
1559,Chile,10,0.0,0.0,3/9/20
1558,Estonia,10,0.0,0.0,3/9/20
1557,Macao,10,0.0,10.0,3/9/20
1556,Croatia,12,0.0,0.0,3/9/20
1555,Argentina,12,1.0,0.0,3/9/20
1554,Saudi Arabia,15,0.0,1.0,3/9/20
1553,Romania,15,0.0,5.0,3/9/20
1552,Georgia,15,0.0,0.0,3/9/20
1551,Ecuador,15,0.0,0.0,3/9/20
1550,Poland,17,0.0,0.0,3/9/20
1549,Russia,17,0.0,3.0,3/9/20
1548,Qatar,18,0.0,0.0,3/9/20
1547,Oman,18,0.0,9.0,3/9/20
1546,Indonesia,19,0.0,0.0,3/9/20
1545,Algeria,20,0.0,0.0,3/9/20
1544,Ireland,21,0.0,0.0,3/9/20
1543,Slovenia,23,0.0,0.0,3/9/20
1542,Philippines,24,1.0,2.0,3/9/20
1541,Palestine,25,0.0,0.0,3/9/20
1540,Brazil,25,0.0,0.0,3/9/20
1539,Vietnam,31,0.0,16.0,3/9/20
1538,Finland,33,0.0,1.0,3/9/20
1537,Portugal,35,0.0,0.0,3/9/20
1536,Czechia,36,0.0,0.0,3/9/20
1535,Lebanon,41,0.0,1.0,3/9/20
1534,Israel,41,0.0,4.0,3/9/20
1533,India,45,0.0,4.0,3/9/20
1532,Taiwan,45,1.0,15.0,3/9/20
1531,Thailand,50,1.0,33.0,3/9/20
1530,San Marino,51,2.0,0.0,3/9/20
1529,Egypt,55,1.0,1.0,3/9/20
1528,UAE,59,0.0,12.0,3/9/20
1527,Iceland,60,0.0,1.0,3/9/20
1526,Kuwait,65,0.0,1.0,3/9/20
1525,Iraq,65,6.0,1.0,3/9/20
1524,Canada,70,0.0,8.0,3/9/20
1523,Greece,84,0.0,0.0,3/9/20
1522,Denmark,90,0.0,1.0,3/9/20
1521,Australia,93,3.0,22.0,3/9/20
1520,Bahrain,109,0.0,14.0,3/9/20
1519,Hong Kong,115,3.0,59.0,3/9/20
1518,Malaysia,117,0.0,24.0,3/9/20
1517,Austria,131,0.0,2.0,3/9/20
1516,Singapore,160,0.0,93.0,3/9/20
1515,Norway,205,0.0,1.0,3/9/20
1514,Belgium,239,0.0,1.0,3/9/20
1513,Sweden,248,0.0,1.0,3/9/20
1512,Netherlands,321,3.0,0.0,3/9/20
1511,UK,321,4.0,18.0,3/9/20
1510,Switzerland,374,2.0,3.0,3/9/20
1509,Japan,530,9.0,101.0,3/9/20
1508,USA,617,22.0,15.0,3/9/20
1507,Diamond Princess,696,7.0,245.0,3/9/20
1506,Spain,1073,28.0,32.0,3/9/20
1505,Germany,1176,2.0,18.0,3/9/20
1504,France,1209,21.0,12.0,3/9/20
1503,Iran,7161,237.0,2394.0,3/9/20
1502,Italy,7375,366.0,622.0,3/9/20
1501,S. Korea,7478,53.0,166.0,3/9/20
1500,China,80739,3120.0,58742.0,3/9/20
1499,Turkey,1,0.0,0.0,3/10/20
1498,Togo,1,0.0,0.0,3/10/20
1497,St. Barth,1,0.0,0.0,3/10/20
1496,Panama,1,0.0,0.0,3/10/20
1495,Mongolia,1,0.0,0.0,3/10/20
1494,Liechtenstein,1,0.0,0.0,3/10/20
1493,Jamaica,1,0.0,0.0,3/10/20
1492,Vatican City,1,0.0,0.0,3/10/20
1491,Gibraltar,1,0.0,1.0,3/10/20
1490,DRC,1,0.0,0.0,3/10/20
1489,Bhutan,1,0.0,0.0,3/10/20
1488,Ukraine,1,0.0,0.0,3/10/20
1487,Sri Lanka,1,0.0,1.0,3/10/20
1486,Nepal,1,0.0,1.0,3/10/20
1485,Monaco,1,0.0,0.0,3/10/20
1484,Jordan,1,0.0,0.0,3/10/20
1483,Armenia,1,0.0,0.0,3/10/20
1482,Andorra,1,0.0,0.0,3/10/20
1481,Saint Martin,2,0.0,0.0,3/10/20
1480,Paraguay,2,0.0,0.0,3/10/20
1479,Faeroe Islands,2,0.0,0.0,3/10/20
1478,Cyprus,2,0.0,0.0,3/10/20
1477,Channel Islands,2,0.0,0.0,3/10/20
1476,Cameroon,2,0.0,0.0,3/10/20
1475,Burkina Faso,2,0.0,0.0,3/10/20
1474,Nigeria,2,0.0,0.0,3/10/20
1473,Moldova,3,0.0,0.0,3/10/20
1472,Martinique,3,0.0,0.0,3/10/20
1471,Colombia,3,0.0,0.0,3/10/20
1470,Bangladesh,3,0.0,0.0,3/10/20
1469,Lithuania,3,0.0,0.0,3/10/20
1468,Cambodia,3,0.0,1.0,3/10/20
1467,Morocco,3,1.0,0.0,3/10/20
1466,Senegal,4,0.0,1.0,3/10/20
1465,Serbia,5,0.0,0.0,3/10/20
1464,Malta,5,0.0,0.0,3/10/20
1463,French Guiana,5,0.0,0.0,3/10/20
1462,Bosnia and Herzegovina,5,0.0,0.0,3/10/20
1461,New Zealand,5,0.0,0.0,3/10/20
1460,Dominican Republic,5,0.0,0.0,3/10/20
1459,Afghanistan,5,0.0,0.0,3/10/20
1458,Maldives,6,0.0,0.0,3/10/20
1457,Bulgaria,6,0.0,0.0,3/10/20
1456,Brunei,6,0.0,0.0,3/10/20
1455,Tunisia,6,0.0,0.0,3/10/20
1454,South Africa,7,0.0,0.0,3/10/20
1453,Slovakia,7,0.0,0.0,3/10/20
1452,Mexico,7,0.0,4.0,3/10/20
1451,North Macedonia,7,0.0,0.0,3/10/20
1450,Luxembourg,7,0.0,0.0,3/10/20
1449,Latvia,8,0.0,1.0,3/10/20
1448,Belarus,9,0.0,3.0,3/10/20
1447,Albania,10,0.0,0.0,3/10/20
1446,Macao,10,0.0,10.0,3/10/20
1445,Peru,11,0.0,0.0,3/10/20
1444,Azerbaijan,11,0.0,0.0,3/10/20
1443,Hungary,12,0.0,0.0,3/10/20
1442,Costa Rica,13,0.0,0.0,3/10/20
1441,Estonia,13,0.0,0.0,3/10/20
1440,Ecuador,15,0.0,0.0,3/10/20
1439,Croatia,15,0.0,0.0,3/10/20
1438,Chile,17,0.0,0.0,3/10/20
1437,Argentina,17,1.0,0.0,3/10/20
1436,Oman,18,0.0,9.0,3/10/20
1435,Pakistan,19,0.0,2.0,3/10/20
1434,Saudi Arabia,20,0.0,1.0,3/10/20
1433,Russia,20,0.0,3.0,3/10/20
1432,Algeria,20,0.0,0.0,3/10/20
1431,Poland,22,0.0,0.0,3/10/20
1430,Georgia,23,0.0,0.0,3/10/20
1429,Qatar,24,0.0,0.0,3/10/20
1428,Indonesia,27,0.0,2.0,3/10/20
1427,Palestine,29,0.0,0.0,3/10/20
1426,Romania,29,0.0,5.0,3/10/20
1425,Philippines,33,1.0,2.0,3/10/20
1424,Slovenia,34,0.0,0.0,3/10/20
1423,Vietnam,34,0.0,16.0,3/10/20
1422,Ireland,34,0.0,0.0,3/10/20
1421,Brazil,34,0.0,0.0,3/10/20
1420,Finland,40,0.0,1.0,3/10/20
1419,Portugal,41,0.0,0.0,3/10/20
1418,Taiwan,47,1.0,17.0,3/10/20
1417,Lebanon,52,1.0,1.0,3/10/20
1416,Thailand,53,1.0,33.0,3/10/20
1415,Egypt,59,1.0,1.0,3/10/20
1414,Czechia,61,0.0,0.0,3/10/20
1413,India,62,0.0,4.0,3/10/20
1412,San Marino,62,2.0,0.0,3/10/20
1411,Kuwait,69,0.0,1.0,3/10/20
1410,Iraq,71,7.0,15.0,3/10/20
1409,UAE,74,0.0,12.0,3/10/20
1408,Israel,75,0.0,4.0,3/10/20
1407,Iceland,81,0.0,1.0,3/10/20
1406,Canada,87,1.0,8.0,3/10/20
1405,Greece,89,0.0,0.0,3/10/20
1404,Bahrain,110,0.0,30.0,3/10/20
1403,Australia,116,3.0,22.0,3/10/20
1402,Hong Kong,121,3.0,59.0,3/10/20
1401,Malaysia,129,0.0,87.0,3/10/20
1400,Singapore,166,0.0,93.0,3/10/20
1399,Austria,182,0.0,4.0,3/10/20
1398,Denmark,262,0.0,1.0,3/10/20
1397,Belgium,267,0.0,1.0,3/10/20
1396,Sweden,355,0.0,1.0,3/10/20
1395,Netherlands,382,4.0,0.0,3/10/20
1394,UK,383,6.0,18.0,3/10/20
1393,Norway,400,0.0,1.0,3/10/20
1392,Switzerland,497,3.0,3.0,3/10/20
1391,Japan,587,10.0,102.0,3/10/20
1390,Diamond Princess,696,7.0,245.0,3/10/20
1389,USA,974,30.0,15.0,3/10/20
1388,Germany,1565,2.0,18.0,3/10/20
1387,Spain,1695,35.0,135.0,3/10/20
1386,France,1784,33.0,12.0,3/10/20
1385,S. Korea,7513,58.0,247.0,3/10/20
1384,Iran,8042,291.0,2731.0,3/10/20
1383,Italy,10149,631.0,1004.0,3/10/20
1382,China,80761,3136.0,60120.0,3/10/20
1381,Turkey,1,0.0,0.0,3/11/20
1380,Togo,1,0.0,0.0,3/11/20
1379,St. Barth,1,0.0,0.0,3/11/20
1378,Réunion,1,0.0,0.0,3/11/20
1377,Mongolia,1,0.0,0.0,3/11/20
1376,Liechtenstein,1,0.0,0.0,3/11/20
1375,Vatican City,1,0.0,0.0,3/11/20
1374,Gibraltar,1,0.0,1.0,3/11/20
1373,French Polynesia,1,0.0,0.0,3/11/20
1372,DRC,1,0.0,0.0,3/11/20
1371,Ivory Coast,1,0.0,0.0,3/11/20
1370,Bhutan,1,0.0,0.0,3/11/20
1369,Ukraine,1,0.0,0.0,3/11/20
1368,Nepal,1,0.0,1.0,3/11/20
1367,Monaco,1,0.0,0.0,3/11/20
1366,Jordan,1,0.0,0.0,3/11/20
1365,Armenia,1,0.0,0.0,3/11/20
1364,Andorra,1,0.0,0.0,3/11/20
1363,Saint Martin,2,0.0,0.0,3/11/20
1362,Jamaica,2,0.0,0.0,3/11/20
1361,Honduras,2,0.0,0.0,3/11/20
1360,Faeroe Islands,2,0.0,0.0,3/11/20
1359,Channel Islands,2,0.0,0.0,3/11/20
1358,Cameroon,2,0.0,0.0,3/11/20
1357,Burkina Faso,2,0.0,0.0,3/11/20
1356,Bolivia,2,0.0,0.0,3/11/20
1355,Sri Lanka,2,0.0,1.0,3/11/20
1354,Nigeria,2,0.0,0.0,3/11/20
1353,Moldova,3,0.0,0.0,3/11/20
1352,Martinique,3,0.0,0.0,3/11/20
1351,Cuba,3,0.0,0.0,3/11/20
1350,Bangladesh,3,0.0,0.0,3/11/20
1349,Lithuania,3,0.0,0.0,3/11/20
1348,Cambodia,3,0.0,1.0,3/11/20
1347,Senegal,4,0.0,1.0,3/11/20
1346,Paraguay,5,0.0,0.0,3/11/20
1345,French Guiana,5,0.0,0.0,3/11/20
1344,New Zealand,5,0.0,0.0,3/11/20
1343,Dominican Republic,5,0.0,0.0,3/11/20
1342,Malta,6,0.0,0.0,3/11/20
1341,Cyprus,6,0.0,0.0,3/11/20
1340,Morocco,6,1.0,0.0,3/11/20
1339,Bosnia and Herzegovina,7,0.0,0.0,3/11/20
1338,Tunisia,7,0.0,0.0,3/11/20
1337,North Macedonia,7,0.0,0.0,3/11/20
1336,Luxembourg,7,0.0,0.0,3/11/20
1335,Afghanistan,7,0.0,0.0,3/11/20
1334,Bulgaria,7,1.0,0.0,3/11/20
1333,Maldives,8,0.0,0.0,3/11/20
1332,Panama,8,1.0,0.0,3/11/20
1331,Colombia,9,0.0,0.0,3/11/20
1330,Belarus,9,0.0,3.0,3/11/20
1329,Slovakia,10,0.0,0.0,3/11/20
1328,Latvia,10,0.0,1.0,3/11/20
1327,Macao,10,0.0,10.0,3/11/20
1326,Brunei,11,0.0,0.0,3/11/20
1325,Azerbaijan,11,0.0,3.0,3/11/20
1324,Serbia,12,0.0,0.0,3/11/20
1323,Mexico,12,0.0,4.0,3/11/20
1322,South Africa,13,0.0,0.0,3/11/20
1321,Hungary,13,0.0,0.0,3/11/20
1320,Albania,15,1.0,0.0,3/11/20
1319,Estonia,16,0.0,0.0,3/11/20
1318,Peru,17,0.0,0.0,3/11/20
1317,Ecuador,17,0.0,0.0,3/11/20
1316,Oman,18,0.0,9.0,3/11/20
1315,Pakistan,19,0.0,2.0,3/11/20
1314,Croatia,19,0.0,0.0,3/11/20
1313,Argentina,19,1.0,0.0,3/11/20
1312,Russia,20,0.0,3.0,3/11/20
1311,Algeria,20,0.0,0.0,3/11/20
1310,Costa Rica,22,0.0,0.0,3/11/20
1309,Chile,23,0.0,0.0,3/11/20
1308,Georgia,24,0.0,0.0,3/11/20
1307,Palestine,30,0.0,0.0,3/11/20
1306,Poland,31,0.0,0.0,3/11/20
1305,Indonesia,34,1.0,2.0,3/11/20
1304,Vietnam,38,0.0,16.0,3/11/20
1303,Ireland,43,1.0,0.0,3/11/20
1302,Saudi Arabia,45,0.0,1.0,3/11/20
1301,Romania,47,0.0,6.0,3/11/20
1300,Taiwan,48,1.0,17.0,3/11/20
1299,Philippines,49,2.0,2.0,3/11/20
1298,Brazil,52,0.0,0.0,3/11/20
1297,Slovenia,57,0.0,0.0,3/11/20
1296,Portugal,59,0.0,0.0,3/11/20
1295,Finland,59,0.0,1.0,3/11/20
1294,Thailand,59,1.0,34.0,3/11/20
1293,Egypt,60,1.0,27.0,3/11/20
1292,Lebanon,61,2.0,1.0,3/11/20
1291,India,62,0.0,4.0,3/11/20
1290,San Marino,62,2.0,0.0,3/11/20
1289,Iraq,71,7.0,15.0,3/11/20
1288,Kuwait,72,0.0,2.0,3/11/20
1287,UAE,74,0.0,17.0,3/11/20
1286,Iceland,85,0.0,1.0,3/11/20
1285,Czechia,94,0.0,0.0,3/11/20
1284,Israel,97,0.0,4.0,3/11/20
1283,Greece,99,0.0,0.0,3/11/20
1282,Canada,109,1.0,9.0,3/11/20
1281,Hong Kong,126,3.0,60.0,3/11/20
1280,Australia,139,3.0,24.0,3/11/20
1279,Malaysia,149,0.0,26.0,3/11/20
1278,Singapore,178,0.0,96.0,3/11/20
1277,Bahrain,195,0.0,35.0,3/11/20
1276,Austria,246,0.0,4.0,3/11/20
1275,Qatar,262,0.0,0.0,3/11/20
1274,Belgium,314,3.0,1.0,3/11/20
1273,UK,456,8.0,18.0,3/11/20
1272,Sweden,500,1.0,1.0,3/11/20
1271,Netherlands,503,5.0,0.0,3/11/20
1270,Denmark,514,0.0,1.0,3/11/20
1269,Norway,629,0.0,1.0,3/11/20
1268,Japan,639,15.0,118.0,3/11/20
1267,Switzerland,652,4.0,4.0,3/11/20
1266,Diamond Princess,696,7.0,325.0,3/11/20
1265,USA,1322,38.0,15.0,3/11/20
1264,Germany,1966,3.0,25.0,3/11/20
1263,Spain,2277,55.0,183.0,3/11/20
1262,France,2281,48.0,12.0,3/11/20
1261,S. Korea,7869,66.0,333.0,3/11/20
1260,Iran,9000,354.0,2959.0,3/11/20
1259,Italy,12462,827.0,1045.0,3/11/20
1258,China,80796,3169.0,62801.0,3/11/20
1257,Turkey,1,0.0,0.0,3/12/20
1256,Togo,1,0.0,0.0,3/12/20
1255,St. Vincent Grenadines,1,0.0,0.0,3/12/20
1254,St. Barth,1,0.0,0.0,3/12/20
1253,Réunion,1,0.0,0.0,3/12/20
1252,Mongolia,1,0.0,0.0,3/12/20
1251,Vatican City,1,0.0,0.0,3/12/20
1250,Gibraltar,1,0.0,1.0,3/12/20
1249,French Polynesia,1,0.0,0.0,3/12/20
1248,DRC,1,0.0,0.0,3/12/20
1247,Ivory Coast,1,0.0,0.0,3/12/20
1246,Bhutan,1,0.0,0.0,3/12/20
1245,Ukraine,1,0.0,0.0,3/12/20
1244,Nepal,1,0.0,1.0,3/12/20
1243,Monaco,1,0.0,0.0,3/12/20
1242,Jordan,1,0.0,0.0,3/12/20
1241,Andorra,1,0.0,0.0,3/12/20
1240,Guyana,1,1.0,0.0,3/12/20
1239,Saint Martin,2,0.0,0.0,3/12/20
1238,Jamaica,2,0.0,0.0,3/12/20
1237,Honduras,2,0.0,0.0,3/12/20
1236,Faeroe Islands,2,0.0,0.0,3/12/20
1235,Cameroon,2,0.0,0.0,3/12/20
1234,Burkina Faso,2,0.0,0.0,3/12/20
1233,Nigeria,2,0.0,0.0,3/12/20
1232,Martinique,3,0.0,0.0,3/12/20
1231,Cuba,3,0.0,0.0,3/12/20
1230,Channel Islands,3,0.0,0.0,3/12/20
1229,Bolivia,3,0.0,0.0,3/12/20
1228,Bangladesh,3,0.0,0.0,3/12/20
1227,Sri Lanka,3,0.0,1.0,3/12/20
1226,Lithuania,3,0.0,0.0,3/12/20
1225,Liechtenstein,4,0.0,0.0,3/12/20
1224,Paraguay,5,0.0,0.0,3/12/20
1223,Senegal,5,0.0,1.0,3/12/20
1222,New Zealand,5,0.0,0.0,3/12/20
1221,Dominican Republic,5,0.0,0.0,3/12/20
1220,Cambodia,5,0.0,1.0,3/12/20
1219,Moldova,6,0.0,0.0,3/12/20
1218,French Guiana,6,0.0,0.0,3/12/20
1217,Armenia,6,0.0,0.0,3/12/20
1216,Morocco,6,1.0,0.0,3/12/20
1215,Afghanistan,7,0.0,0.0,3/12/20
1214,Maldives,8,0.0,0.0,3/12/20
1213,Malta,9,0.0,0.0,3/12/20
1212,Colombia,9,0.0,0.0,3/12/20
1211,North Macedonia,9,0.0,1.0,3/12/20
1210,Cyprus,10,0.0,0.0,3/12/20
1209,Macao,10,0.0,10.0,3/12/20
1208,Bosnia and Herzegovina,11,0.0,0.0,3/12/20
1207,Mexico,12,0.0,4.0,3/12/20
1206,Tunisia,13,0.0,0.0,3/12/20
1205,Panama,14,1.0,0.0,3/12/20
1204,Azerbaijan,15,1.0,3.0,3/12/20
1203,Hungary,16,0.0,0.0,3/12/20
1202,Latvia,16,0.0,1.0,3/12/20
1201,South Africa,17,0.0,0.0,3/12/20
1200,Ecuador,17,0.0,0.0,3/12/20
1199,Oman,18,0.0,9.0,3/12/20
1198,Estonia,19,0.0,0.0,3/12/20
1197,Slovakia,21,0.0,0.0,3/12/20
1196,Pakistan,21,0.0,2.0,3/12/20
1195,Belarus,21,0.0,3.0,3/12/20
1194,Peru,22,0.0,0.0,3/12/20
1193,Costa Rica,22,0.0,0.0,3/12/20
1192,Bulgaria,23,1.0,0.0,3/12/20
1191,Albania,23,1.0,0.0,3/12/20
1190,Serbia,24,0.0,0.0,3/12/20
1189,Algeria,24,1.0,8.0,3/12/20
1188,Brunei,25,0.0,0.0,3/12/20
1187,Georgia,25,0.0,0.0,3/12/20
1186,Luxembourg,26,0.0,0.0,3/12/20
1185,Croatia,27,0.0,1.0,3/12/20
1184,Argentina,30,1.0,0.0,3/12/20
1183,Palestine,31,0.0,0.0,3/12/20
1182,Chile,33,0.0,0.0,3/12/20
1181,Russia,34,0.0,3.0,3/12/20
1180,Indonesia,34,1.0,3.0,3/12/20
1179,Vietnam,39,0.0,16.0,3/12/20
1178,Saudi Arabia,45,0.0,1.0,3/12/20
1177,Taiwan,49,1.0,20.0,3/12/20
1176,Poland,51,1.0,0.0,3/12/20
1175,Philippines,52,2.0,2.0,3/12/20
1174,Romania,59,0.0,6.0,3/12/20
1173,Egypt,67,1.0,27.0,3/12/20
1172,Lebanon,68,3.0,1.0,3/12/20
1171,Brazil,69,0.0,0.0,3/12/20
1170,Thailand,70,1.0,35.0,3/12/20
1169,Ireland,70,1.0,0.0,3/12/20
1168,San Marino,72,5.0,0.0,3/12/20
1167,India,74,1.0,4.0,3/12/20
1166,Portugal,78,0.0,1.0,3/12/20
1165,Kuwait,80,0.0,5.0,3/12/20
1164,Iraq,83,8.0,24.0,3/12/20
1163,UAE,85,0.0,20.0,3/12/20
1162,Slovenia,96,0.0,0.0,3/12/20
1161,Israel,109,0.0,4.0,3/12/20
1160,Iceland,109,0.0,0.0,3/12/20
1159,Finland,109,0.0,1.0,3/12/20
1158,Czechia,113,0.0,0.0,3/12/20
1157,Greece,117,1.0,0.0,3/12/20
1156,Canada,122,1.0,9.0,3/12/20
1155,Hong Kong,130,3.0,77.0,3/12/20
1154,Australia,156,3.0,26.0,3/12/20
1153,Malaysia,158,0.0,26.0,3/12/20
1152,Singapore,187,0.0,96.0,3/12/20
1151,Bahrain,197,0.0,35.0,3/12/20
1150,Qatar,262,0.0,0.0,3/12/20
1149,Austria,361,1.0,4.0,3/12/20
1148,Belgium,399,3.0,1.0,3/12/20
1147,UK,590,10.0,18.0,3/12/20
1146,Netherlands,614,5.0,2.0,3/12/20
1145,Denmark,674,0.0,1.0,3/12/20
1144,Sweden,683,1.0,1.0,3/12/20
1143,Japan,691,19.0,118.0,3/12/20
1142,Diamond Princess,696,7.0,325.0,3/12/20
1141,Norway,782,1.0,1.0,3/12/20
1140,Switzerland,868,7.0,4.0,3/12/20
1139,USA,1573,40.0,15.0,3/12/20
1138,Germany,2745,6.0,25.0,3/12/20
1137,France,2876,61.0,12.0,3/12/20
1136,Spain,3126,86.0,189.0,3/12/20
1135,S. Korea,7869,66.0,333.0,3/12/20
1134,Iran,10075,429.0,3276.0,3/12/20
1133,Italy,15113,1016.0,1258.0,3/12/20
1132,China,80796,3169.0,62826.0,3/12/20
1131,Trinidad and Tobago,1,0.0,0.0,3/13/20
1130,Togo,1,0.0,0.0,3/13/20
1129,St. Vincent Grenadines,1,0.0,0.0,3/13/20
1128,St. Barth,1,0.0,0.0,3/13/20
1127,Mongolia,1,0.0,0.0,3/13/20
1126,Kenya,1,0.0,0.0,3/13/20
1125,Vatican City,1,0.0,0.0,3/13/20
1124,Guinea,1,0.0,0.0,3/13/20
1123,Guadeloupe,1,0.0,0.0,3/13/20
1122,Gibraltar,1,0.0,1.0,3/13/20
1121,Gabon,1,0.0,0.0,3/13/20
1120,Ethiopia,1,0.0,0.0,3/13/20
1119,Ivory Coast,1,0.0,0.0,3/13/20
1118,Cayman Islands,1,0.0,0.0,3/13/20
1117,Bhutan,1,0.0,0.0,3/13/20
1116,Antigua and Barbuda,1,0.0,0.0,3/13/20
1115,Nepal,1,0.0,1.0,3/13/20
1114,Jordan,1,0.0,1.0,3/13/20
1113,Andorra,1,0.0,0.0,3/13/20
1112,Sudan,1,1.0,0.0,3/13/20
1111,Guyana,1,1.0,0.0,3/13/20
1110,Venezuela,2,0.0,0.0,3/13/20
1109,Saint Martin,2,0.0,0.0,3/13/20
1108,Honduras,2,0.0,0.0,3/13/20
1107,Ghana,2,0.0,0.0,3/13/20
1106,DRC,2,0.0,0.0,3/13/20
1105,Cameroon,2,0.0,0.0,3/13/20
1104,Burkina Faso,2,0.0,0.0,3/13/20
1103,Nigeria,2,0.0,0.0,3/13/20
1102,Monaco,2,0.0,0.0,3/13/20
1101,Martinique,3,0.0,0.0,3/13/20
1100,French Polynesia,3,0.0,0.0,3/13/20
1099,Faeroe Islands,3,0.0,0.0,3/13/20
1098,Channel Islands,3,0.0,0.0,3/13/20
1097,Bolivia,3,0.0,0.0,3/13/20
1096,Bangladesh,3,0.0,1.0,3/13/20
1095,Ukraine,3,1.0,0.0,3/13/20
1094,Liechtenstein,4,0.0,0.0,3/13/20
1093,Kazakhstan,4,0.0,0.0,3/13/20
1092,Cuba,4,0.0,0.0,3/13/20
1091,Turkey,5,0.0,0.0,3/13/20
1090,Réunion,5,0.0,0.0,3/13/20
1089,New Zealand,5,0.0,0.0,3/13/20
1088,Dominican Republic,5,0.0,0.0,3/13/20
1087,Paraguay,6,0.0,0.0,3/13/20
1086,Moldova,6,0.0,0.0,3/13/20
1085,French Guiana,6,0.0,0.0,3/13/20
1084,Sri Lanka,6,0.0,1.0,3/13/20
1083,Lithuania,6,0.0,0.0,3/13/20
1082,Cambodia,7,0.0,1.0,3/13/20
1081,Afghanistan,7,0.0,0.0,3/13/20
1080,Morocco,7,1.0,1.0,3/13/20
1079,Jamaica,8,0.0,0.0,3/13/20
1078,Armenia,8,0.0,0.0,3/13/20
1077,Maldives,9,0.0,0.0,3/13/20
1076,Senegal,10,0.0,2.0,3/13/20
1075,Macao,10,0.0,10.0,3/13/20
1074,Malta,12,0.0,1.0,3/13/20
1073,Mexico,12,0.0,4.0,3/13/20
1072,Colombia,13,0.0,0.0,3/13/20
1071,Cyprus,14,0.0,0.0,3/13/20
1070,North Macedonia,14,0.0,1.0,3/13/20
1069,Azerbaijan,15,1.0,3.0,3/13/20
1068,Tunisia,16,0.0,0.0,3/13/20
1067,Latvia,17,0.0,1.0,3/13/20
1066,Bosnia and Herzegovina,18,0.0,0.0,3/13/20
1065,Hungary,19,0.0,0.0,3/13/20
1064,Oman,19,0.0,9.0,3/13/20
1063,Ecuador,19,0.0,0.0,3/13/20
1062,Costa Rica,23,0.0,0.0,3/13/20
1061,Bulgaria,23,1.0,0.0,3/13/20
1060,South Africa,24,0.0,0.0,3/13/20
1059,Georgia,25,0.0,0.0,3/13/20
1058,Algeria,26,2.0,10.0,3/13/20
1057,Belarus,27,0.0,3.0,3/13/20
1056,Panama,27,1.0,0.0,3/13/20
1055,Peru,28,0.0,0.0,3/13/20
1054,Pakistan,28,0.0,2.0,3/13/20
1053,Argentina,31,2.0,0.0,3/13/20
1052,Slovakia,32,0.0,0.0,3/13/20
1051,Croatia,32,0.0,1.0,3/13/20
1050,Albania,33,1.0,0.0,3/13/20
1049,Luxembourg,34,0.0,0.0,3/13/20
1048,Palestine,35,0.0,0.0,3/13/20
1047,Serbia,35,0.0,0.0,3/13/20
1046,Brunei,37,0.0,0.0,3/13/20
1045,Chile,43,0.0,0.0,3/13/20
1044,Vietnam,44,0.0,16.0,3/13/20
1043,Russia,45,0.0,8.0,3/13/20
1042,Taiwan,50,1.0,20.0,3/13/20
1041,Philippines,64,5.0,2.0,3/13/20
1040,Poland,68,2.0,0.0,3/13/20
1039,Indonesia,69,4.0,5.0,3/13/20
1038,Thailand,75,1.0,35.0,3/13/20
1037,Lebanon,77,3.0,1.0,3/13/20
1036,Estonia,79,0.0,0.0,3/13/20
1035,Egypt,80,2.0,27.0,3/13/20
1034,San Marino,80,5.0,2.0,3/13/20
1033,India,82,2.0,10.0,3/13/20
1032,UAE,85,0.0,20.0,3/13/20
1031,Saudi Arabia,86,0.0,1.0,3/13/20
1030,Romania,89,0.0,7.0,3/13/20
1029,Ireland,90,1.0,0.0,3/13/20
1028,Kuwait,100,0.0,5.0,3/13/20
1027,Iraq,101,9.0,24.0,3/13/20
1026,Portugal,112,0.0,1.0,3/13/20
1025,Israel,126,0.0,4.0,3/13/20
1024,Hong Kong,132,4.0,77.0,3/13/20
1023,Iceland,134,0.0,0.0,3/13/20
1022,Slovenia,141,0.0,0.0,3/13/20
1021,Czechia,141,0.0,0.0,3/13/20
1020,Brazil,151,0.0,0.0,3/13/20
1019,Finland,155,0.0,1.0,3/13/20
1018,Canada,179,1.0,11.0,3/13/20
1017,Greece,190,1.0,2.0,3/13/20
1016,Malaysia,197,0.0,32.0,3/13/20
1015,Australia,199,3.0,26.0,3/13/20
1014,Singapore,200,0.0,97.0,3/13/20
