,Country,TotalCases,TotalDeaths,TotalRecovered,date
3320,Sri Lanka,1,0.0,0.0,1/29/20
3319,Finland,1,0.0,0.0,1/29/20
3318,United Arab Emirates,4,0.0,0.0,1/29/20
3317,Nepal,1,0.0,0.0,1/29/20
3316,Cambodia,1,0.0,0.0,1/29/20
3315,Vietnam,2,0.0,0.0,1/29/20
3314,Canada,3,0.0,0.0,1/29/20
3313,Germany,4,0.0,0.0,1/29/20
3312,France,4,0.0,0.0,1/29/20
3311,South Korea,4,0.0,0.0,1/29/20
3310,United States,5,0.0,0.0,1/29/20
3309,Australia,7,0.0,0.0,1/29/20
3308,Japan,7,0.0,0.0,1/29/20
3307,Singapore,10,0.0,0.0,1/29/20
3306,Malaysia,7,0.0,0.0,1/29/20
3305,Macau,7,0.0,0.0,1/29/20
3304,Taiwan,8,0.0,0.0,1/29/20
3303,Hong Kong,11,0.0,0.0,1/29/20
3302,Thailand,14,0.0,0.0,1/29/20
3301,China,6070,133.0,0.0,1/29/20
3300,Sri Lanka,1,0.0,0.0,1/30/20
3299,India,1,0.0,0.0,1/30/20
3298,Philippines,1,0.0,0.0,1/30/20
3297,Finland,1,0.0,0.0,1/30/20
3296,United Arab Emirates,4,0.0,0.0,1/30/20
3295,Nepal,1,0.0,0.0,1/30/20
3294,Cambodia,1,0.0,0.0,1/30/20
3293,Vietnam,5,0.0,0.0,1/30/20
3292,Canada,3,0.0,0.0,1/30/20
3291,Germany,4,0.0,0.0,1/30/20
3290,France,5,0.0,0.0,1/30/20
3289,South Korea,6,0.0,0.0,1/30/20
3288,United States,6,0.0,0.0,1/30/20
3287,Australia,9,0.0,0.0,1/30/20
3286,Japan,14,0.0,0.0,1/30/20
3285,Singapore,13,0.0,0.0,1/30/20
3284,Malaysia,8,0.0,0.0,1/30/20
3283,Macau,7,0.0,0.0,1/30/20
3282,Taiwan,9,0.0,0.0,1/30/20
3281,Hong Kong,11,0.0,0.0,1/30/20
3280,Thailand,14,0.0,0.0,1/30/20
3279,China,8123,170.0,0.0,1/30/20
3278,Cambodia,1,0.0,0.0,1/31/20
3277,Sri Lanka,1,0.0,0.0,1/31/20
3276,Sweden,1,0.0,0.0,1/31/20
3275,Finland,1,0.0,0.0,1/31/20
3274,India,1,0.0,0.0,1/31/20
3273,Nepal,1,0.0,0.0,1/31/20
3272,Philippines,1,0.0,0.0,1/31/20
3271,United Kingdom,2,0.0,0.0,1/31/20
3270,Italy,2,0.0,0.0,1/31/20
3269,Russia,2,0.0,0.0,1/31/20
3268,Canada,4,0.0,0.0,1/31/20
3267,United Arab Emirates,4,0.0,0.0,1/31/20
3266,Vietnam,5,0.0,0.0,1/31/20
3265,France,6,0.0,0.0,1/31/20
3264,Germany,6,0.0,0.0,1/31/20
3263,Macao,7,0.0,0.0,1/31/20
3262,United States,7,0.0,0.0,1/31/20
3261,Malaysia,8,0.0,0.0,1/31/20
3260,Australia,9,0.0,0.0,1/31/20
3259,Taiwan,10,0.0,0.0,1/31/20
3258,South Korea,11,0.0,0.0,1/31/20
3257,Hong Kong,13,0.0,0.0,1/31/20
3256,Singapore,16,0.0,0.0,1/31/20
3255,Japan,17,0.0,0.0,1/31/20
3254,Thailand,19,0.0,0.0,1/31/20
3253,China,9798,213.0,0.0,1/31/20
3252,Spain,1,0.0,0.0,2/1/20
3251,Sweden,1,0.0,0.0,2/1/20
3250,Nepal,1,0.0,0.0,2/1/20
3249,Sri Lanka,1,0.0,0.0,2/1/20
3248,Philippines,1,0.0,0.0,2/1/20
3247,Finland,1,0.0,0.0,2/1/20
3246,India,1,0.0,0.0,2/1/20
3245,Cambodia,1,0.0,0.0,2/1/20
3244,U.K.,2,0.0,0.0,2/1/20
3243,Russia,2,0.0,0.0,2/1/20
3242,Italy,2,0.0,0.0,2/1/20
3241,Canada,4,0.0,0.0,2/1/20
3240,U.A.E.,4,0.0,0.0,2/1/20
3239,France,6,0.0,0.0,2/1/20
3238,Vietnam,6,0.0,0.0,2/1/20
3237,Macao,7,0.0,0.0,2/1/20
3236,Germany,7,0.0,0.0,2/1/20
3235,U.S.,7,0.0,0.0,2/1/20
3234,Malaysia,8,0.0,0.0,2/1/20
3233,Taiwan,10,0.0,0.0,2/1/20
3232,Australia,12,0.0,0.0,2/1/20
3231,South Korea,12,0.0,0.0,2/1/20
3230,Hong Kong,13,0.0,0.0,2/1/20
3229,Singapore,18,0.0,0.0,2/1/20
3228,Thailand,19,0.0,0.0,2/1/20
3227,Japan,20,0.0,0.0,2/1/20
3226,China,11860,259.0,0.0,2/1/20
3225,Spain,1,0.0,0.0,2/2/20
3224,Cambodia,1,0.0,0.0,2/2/20
3223,Nepal,1,0.0,0.0,2/2/20
3222,Sri Lanka,1,0.0,0.0,2/2/20
3221,Sweden,1,0.0,0.0,2/2/20
3220,Finland,1,0.0,0.0,2/2/20
3219,Russia,2,0.0,0.0,2/2/20
3218,Italy,2,0.0,0.0,2/2/20
3217,U.K.,2,0.0,0.0,2/2/20
3216,India,2,0.0,0.0,2/2/20
3215,Philippines,2,0.0,0.0,2/2/20
3214,Canada,4,0.0,0.0,2/2/20
3213,U.A.E.,5,0.0,0.0,2/2/20
3212,France,6,0.0,0.0,2/2/20
3211,Vietnam,7,0.0,0.0,2/2/20
3210,U.S.,8,0.0,0.0,2/2/20
3209,Macao,8,0.0,0.0,2/2/20
3208,Malaysia,8,0.0,0.0,2/2/20
3207,Taiwan,10,0.0,0.0,2/2/20
3206,Germany,10,0.0,0.0,2/2/20
3205,Australia,12,0.0,0.0,2/2/20
3204,Hong Kong,14,0.0,0.0,2/2/20
3203,South Korea,15,0.0,0.0,2/2/20
3202,Singapore,18,0.0,0.0,2/2/20
3201,Thailand,19,0.0,0.0,2/2/20
3200,Japan,20,0.0,0.0,2/2/20
3199,China,14497,0.0,304.0,2/2/20
3198,Spain,1,0.0,0.0,2/3/20
3197,Cambodia,1,0.0,0.0,2/3/20
3196,Sweden,1,0.0,0.0,2/3/20
3195,Nepal,1,0.0,0.0,2/3/20
3194,Sri Lanka,1,0.0,1.0,2/3/20
3193,Finland,1,0.0,0.0,2/3/20
3192,Russia,2,0.0,0.0,2/3/20
3191,U.K.,2,0.0,0.0,2/3/20
3190,Italy,2,0.0,0.0,2/3/20
3189,Philippines,2,1.0,0.0,2/3/20
3188,India,3,0.0,0.0,2/3/20
3187,Canada,4,0.0,0.0,2/3/20
3186,U.A.E.,5,0.0,0.0,2/3/20
3185,France,6,0.0,0.0,2/3/20
3184,Malaysia,8,0.0,0.0,2/3/20
3183,Macao,8,0.0,0.0,2/3/20
3182,Vietnam,8,0.0,1.0,2/3/20
3181,Taiwan,10,0.0,0.0,2/3/20
3180,Germany,10,0.0,0.0,2/3/20
3179,U.S.,11,0.0,0.0,2/3/20
3178,Australia,12,0.0,2.0,2/3/20
3177,South Korea,15,0.0,0.0,2/3/20
3176,Hong Kong,15,0.0,0.0,2/3/20
3175,Singapore,18,0.0,0.0,2/3/20
3174,Thailand,19,0.0,7.0,2/3/20
3173,Japan,20,0.0,0.0,2/3/20
3172,China,17302,361.0,512.0,2/3/20
3171,Spain,1,0.0,0.0,2/4/20
3170,Belgium,1,0.0,0.0,2/4/20
3169,Sweden,1,0.0,0.0,2/4/20
3168,Sri Lanka,1,0.0,1.0,2/4/20
3167,Nepal,1,0.0,0.0,2/4/20
3166,Cambodia,1,0.0,0.0,2/4/20
3165,Finland,1,0.0,0.0,2/4/20
3164,U.K.,2,0.0,0.0,2/4/20
3163,Italy,2,0.0,0.0,2/4/20
3162,Russia,2,0.0,0.0,2/4/20
3161,Philippines,2,1.0,0.0,2/4/20
3160,India,3,0.0,0.0,2/4/20
3159,Canada,5,0.0,0.0,2/4/20
3158,U.A.E.,5,0.0,0.0,2/4/20
3157,France,6,0.0,0.0,2/4/20
3156,Vietnam,10,0.0,3.0,2/4/20
3155,Macao,10,0.0,0.0,2/4/20
3154,Malaysia,10,0.0,0.0,2/4/20
3153,USA,11,0.0,0.0,2/4/20
3152,Taiwan,11,0.0,0.0,2/4/20
3151,Germany,12,0.0,0.0,2/4/20
3150,Australia,13,0.0,3.0,2/4/20
3149,S. Korea,16,0.0,0.0,2/4/20
3148,Hong Kong,17,1.0,0.0,2/4/20
3147,Japan,23,0.0,0.0,2/4/20
3146,Singapore,24,0.0,1.0,2/4/20
3145,Thailand,25,0.0,7.0,2/4/20
3144,China,23658,490.0,861.0,2/4/20
3143,Belgium,1,0.0,0.0,2/5/20
3142,Spain,1,0.0,0.0,2/5/20
3141,Cambodia,1,0.0,0.0,2/5/20
3140,Sri Lanka,1,0.0,1.0,2/5/20
3139,Sweden,1,0.0,0.0,2/5/20
3138,Nepal,1,0.0,0.0,2/5/20
3137,Finland,1,0.0,0.0,2/5/20
3136,Russia,2,0.0,0.0,2/5/20
3135,Italy,2,0.0,0.0,2/5/20
3134,U.K.,2,0.0,0.0,2/5/20
3133,India,3,0.0,0.0,2/5/20
3132,Philippines,3,1.0,0.0,2/5/20
3131,U.A.E.,5,0.0,0.0,2/5/20
3130,Canada,5,0.0,0.0,2/5/20
3129,France,6,0.0,0.0,2/5/20
3128,Vietnam,10,0.0,3.0,2/5/20
3127,Macao,10,0.0,0.0,2/5/20
3126,Taiwan,11,0.0,0.0,2/5/20
3125,USA,11,0.0,0.0,2/5/20
3124,Germany,12,0.0,0.0,2/5/20
3123,Malaysia,12,0.0,0.0,2/5/20
3122,Australia,14,0.0,3.0,2/5/20
3121,S. Korea,19,0.0,1.0,2/5/20
3120,Hong Kong,21,1.0,0.0,2/5/20
3119,Thailand,25,0.0,8.0,2/5/20
3118,Singapore,28,0.0,1.0,2/5/20
3117,Japan,35,0.0,0.0,2/5/20
3116,China,24399,491.0,1022.0,2/5/20
3115,Belgium,1,0.0,0.0,2/6/20
3114,Spain,1,0.0,0.0,2/6/20
3113,Sweden,1,0.0,0.0,2/6/20
3112,Finland,1,0.0,1.0,2/6/20
3111,Cambodia,1,0.0,0.0,2/6/20
3110,Nepal,1,0.0,0.0,2/6/20
3109,Sri Lanka,1,0.0,1.0,2/6/20
3108,Russia,2,0.0,0.0,2/6/20
3107,Italy,3,0.0,0.0,2/6/20
3106,U.K.,3,0.0,0.0,2/6/20
3105,India,3,0.0,0.0,2/6/20
3104,Philippines,3,1.0,0.0,2/6/20
3103,Canada,5,0.0,0.0,2/6/20
3102,U.A.E.,5,0.0,0.0,2/6/20
3101,France,6,0.0,0.0,2/6/20
3100,Macao,10,0.0,0.0,2/6/20
3099,Vietnam,12,0.0,3.0,2/6/20
3098,USA,12,0.0,1.0,2/6/20
3097,Germany,13,0.0,0.0,2/6/20
3096,Malaysia,14,0.0,1.0,2/6/20
3095,Australia,15,0.0,3.0,2/6/20
3094,Taiwan,16,0.0,1.0,2/6/20
3093,S. Korea,23,0.0,1.0,2/6/20
3092,Hong Kong,24,1.0,0.0,2/6/20
3091,Thailand,25,0.0,9.0,2/6/20
3090,Singapore,30,0.0,1.0,2/6/20
3089,Japan,45,0.0,0.0,2/6/20
3088,China,30551,633.0,1593.0,2/6/20
3087,Belgium,1,0.0,0.0,2/7/20
3086,Spain,1,0.0,0.0,2/7/20
3085,Sweden,1,0.0,0.0,2/7/20
3084,Nepal,1,0.0,0.0,2/7/20
3083,Finland,1,0.0,1.0,2/7/20
3082,Cambodia,1,0.0,1.0,2/7/20
3081,Sri Lanka,1,0.0,1.0,2/7/20
3080,Russia,2,0.0,0.0,2/7/20
3079,Italy,3,0.0,0.0,2/7/20
3078,U.K.,3,0.0,0.0,2/7/20
3077,India,3,0.0,0.0,2/7/20
3076,Philippines,3,1.0,0.0,2/7/20
3075,U.A.E.,5,0.0,0.0,2/7/20
3074,France,6,0.0,0.0,2/7/20
3073,Canada,7,0.0,0.0,2/7/20
3072,Macao,10,0.0,0.0,2/7/20
3071,USA,12,0.0,1.0,2/7/20
3070,Vietnam,12,0.0,3.0,2/7/20
3069,Germany,13,0.0,0.0,2/7/20
3068,Australia,15,0.0,5.0,2/7/20
3067,Malaysia,15,0.0,1.0,2/7/20
3066,Taiwan,16,0.0,1.0,2/7/20
3065,S. Korea,24,0.0,2.0,2/7/20
3064,Thailand,25,0.0,9.0,2/7/20
3063,Hong Kong,25,1.0,0.0,2/7/20
3062,Singapore,33,0.0,2.0,2/7/20
3061,Japan,86,0.0,4.0,2/7/20
3060,China,31210,636.0,1747.0,2/7/20
3059,Belgium,1,0.0,0.0,2/8/20
3058,Spain,1,0.0,0.0,2/8/20
3057,Cambodia,1,0.0,1.0,2/8/20
3056,Nepal,1,0.0,0.0,2/8/20
3055,Sweden,1,0.0,0.0,2/8/20
3054,Sri Lanka,1,0.0,1.0,2/8/20
3053,Finland,1,0.0,1.0,2/8/20
3052,Russia,2,0.0,0.0,2/8/20
3051,U.K.,3,0.0,0.0,2/8/20
3050,Italy,3,0.0,0.0,2/8/20
3049,India,3,0.0,0.0,2/8/20
3048,Philippines,3,1.0,0.0,2/8/20
3047,Canada,7,0.0,0.0,2/8/20
3046,U.A.E.,7,0.0,0.0,2/8/20
3045,Macao,10,0.0,1.0,2/8/20
3044,France,11,0.0,0.0,2/8/20
3043,USA,12,0.0,3.0,2/8/20
3042,Vietnam,13,0.0,3.0,2/8/20
3041,Germany,14,0.0,0.0,2/8/20
3040,Australia,15,0.0,5.0,2/8/20
3039,Malaysia,16,0.0,1.0,2/8/20
3038,Taiwan,17,0.0,1.0,2/8/20
3037,S. Korea,24,0.0,2.0,2/8/20
3036,Hong Kong,26,1.0,0.0,2/8/20
3035,Thailand,32,0.0,9.0,2/8/20
3034,Singapore,40,0.0,2.0,2/8/20
3033,Japan,89,0.0,4.0,2/8/20
3032,China,34620,722.0,2376.0,2/8/20
3031,Belgium,1,0.0,0.0,2/10/20
3030,Cambodia,1,0.0,1.0,2/10/20
3029,Sri Lanka,1,0.0,1.0,2/10/20
3028,Sweden,1,0.0,0.0,2/10/20
3027,Nepal,1,0.0,0.0,2/10/20
3026,Finland,1,0.0,1.0,2/10/20
3025,Spain,2,0.0,0.0,2/10/20
3024,Russia,2,0.0,0.0,2/10/20
3023,Italy,3,0.0,0.0,2/10/20
3022,India,3,0.0,0.0,2/10/20
3021,Philippines,3,1.0,2.0,2/10/20
3020,Canada,7,0.0,0.0,2/10/20
3019,U.A.E.,8,0.0,1.0,2/10/20
3018,U.K.,8,0.0,0.0,2/10/20
3017,Macao,10,0.0,1.0,2/10/20
3016,France,11,0.0,0.0,2/10/20
3015,USA,12,0.0,3.0,2/10/20
3014,Germany,14,0.0,0.0,2/10/20
3013,Vietnam,14,0.0,3.0,2/10/20
3012,Australia,15,0.0,5.0,2/10/20
3011,Malaysia,18,0.0,3.0,2/10/20
3010,Taiwan,18,0.0,1.0,2/10/20
3009,S. Korea,27,0.0,3.0,2/10/20
3008,Thailand,32,0.0,10.0,2/10/20
3007,Hong Kong,42,1.0,0.0,2/10/20
3006,Singapore,45,0.0,7.0,2/10/20
3005,Japan,161,0.0,4.0,2/10/20
3004,China,40199,908.0,3623.0,2/10/20
3003,Belgium,1,0.0,0.0,2/11/20
3002,Cambodia,1,0.0,1.0,2/11/20
3001,Finland,1,0.0,1.0,2/11/20
3000,Nepal,1,0.0,0.0,2/11/20
2999,Sri Lanka,1,0.0,1.0,2/11/20
2998,Sweden,1,0.0,0.0,2/11/20
2997,Spain,2,0.0,0.0,2/11/20
2996,Russia,2,0.0,0.0,2/11/20
2995,India,3,0.0,0.0,2/11/20
2994,Italy,3,0.0,0.0,2/11/20
2993,Philippines,3,1.0,2.0,2/11/20
2992,Canada,7,0.0,1.0,2/11/20
2991,U.K.,8,0.0,1.0,2/11/20
2990,U.A.E.,8,0.0,1.0,2/11/20
2989,Macao,10,0.0,1.0,2/11/20
2988,France,11,0.0,0.0,2/11/20
2987,USA,13,0.0,3.0,2/11/20
2986,Australia,15,0.0,5.0,2/11/20
2985,Vietnam,15,0.0,6.0,2/11/20
2984,Germany,16,0.0,0.0,2/11/20
2983,Malaysia,18,0.0,3.0,2/11/20
2982,Taiwan,18,0.0,1.0,2/11/20
2981,S. Korea,28,0.0,4.0,2/11/20
2980,Thailand,33,0.0,10.0,2/11/20
2979,Singapore,47,0.0,9.0,2/11/20
2978,Hong Kong,49,1.0,0.0,2/11/20
2977,Japan,163,0.0,4.0,2/11/20
2976,China,42670,1016.0,4318.0,2/11/20
2975,Belgium,1,0.0,0.0,2/12/20
2974,Sweden,1,0.0,0.0,2/12/20
2973,Sri Lanka,1,0.0,1.0,2/12/20
2972,Nepal,1,0.0,0.0,2/12/20
2971,Cambodia,1,0.0,1.0,2/12/20
2970,Finland,1,0.0,1.0,2/12/20
2969,Spain,2,0.0,0.0,2/12/20
2968,Russia,2,0.0,0.0,2/12/20
2967,India,3,0.0,0.0,2/12/20
2966,Italy,3,0.0,0.0,2/12/20
2965,Philippines,3,1.0,2.0,2/12/20
2964,Canada,7,0.0,1.0,2/12/20
2963,U.A.E.,8,0.0,1.0,2/12/20
2962,U.K.,8,0.0,1.0,2/12/20
2961,Macao,10,0.0,1.0,2/12/20
2960,France,11,0.0,0.0,2/12/20
2959,USA,13,0.0,3.0,2/12/20
2958,Australia,15,0.0,5.0,2/12/20
2957,Vietnam,15,0.0,6.0,2/12/20
2956,Germany,16,0.0,0.0,2/12/20
2955,Malaysia,18,0.0,3.0,2/12/20
2954,Taiwan,18,0.0,1.0,2/12/20
2953,S. Korea,28,0.0,4.0,2/12/20
2952,Thailand,33,0.0,10.0,2/12/20
2951,Singapore,47,0.0,9.0,2/12/20
2950,Hong Kong,49,1.0,0.0,2/12/20
2949,Japan,203,0.0,4.0,2/12/20
2948,China,44653,1113.0,4777.0,2/12/20
2947,Nepal,1,0.0,1.0,2/13/20
2946,Sweden,1,0.0,0.0,2/13/20
2945,Belgium,1,0.0,0.0,2/13/20
2944,Cambodia,1,0.0,1.0,2/13/20
2943,Finland,1,0.0,1.0,2/13/20
2942,Sri Lanka,1,0.0,1.0,2/13/20
2941,Spain,2,0.0,0.0,2/13/20
2940,Russia,2,0.0,2.0,2/13/20
2939,Italy,3,0.0,0.0,2/13/20
2938,Philippines,3,1.0,2.0,2/13/20
2937,India,5,0.0,1.0,2/13/20
2936,Canada,7,0.0,1.0,2/13/20
2935,U.A.E.,8,0.0,1.0,2/13/20
2934,U.K.,9,0.0,1.0,2/13/20
2933,Macao,10,0.0,3.0,2/13/20
2932,France,11,0.0,2.0,2/13/20
2931,Australia,15,0.0,8.0,2/13/20
2930,USA,15,0.0,3.0,2/13/20
2929,Vietnam,16,0.0,7.0,2/13/20
2928,Germany,16,0.0,1.0,2/13/20
2927,Taiwan,18,0.0,1.0,2/13/20
2926,Malaysia,19,0.0,3.0,2/13/20
2925,S. Korea,28,0.0,7.0,2/13/20
2924,Thailand,33,0.0,12.0,2/13/20
2923,Hong Kong,53,1.0,1.0,2/13/20
2922,Singapore,58,0.0,15.0,2/13/20
2921,Japan,251,1.0,10.0,2/13/20
2920,China,59828,1367.0,6210.0,2/13/20
2919,Cambodia,1,0.0,1.0,2/14/20
2918,Finland,1,0.0,1.0,2/14/20
2917,Sri Lanka,1,0.0,1.0,2/14/20
2916,Nepal,1,0.0,1.0,2/14/20
2915,Egypt,1,0.0,0.0,2/14/20
2914,Belgium,1,0.0,0.0,2/14/20
2913,Sweden,1,0.0,0.0,2/14/20
2912,Russia,2,0.0,2.0,2/14/20
2911,Spain,2,0.0,1.0,2/14/20
2910,India,3,0.0,1.0,2/14/20
2909,Italy,3,0.0,0.0,2/14/20
2908,Philippines,3,1.0,2.0,2/14/20
2907,U.A.E.,8,0.0,1.0,2/14/20
2906,Canada,8,0.0,1.0,2/14/20
2905,U.K.,9,0.0,1.0,2/14/20
2904,Macao,10,0.0,3.0,2/14/20
2903,France,11,0.0,3.0,2/14/20
2902,Australia,15,0.0,10.0,2/14/20
2901,USA,15,0.0,3.0,2/14/20
2900,Vietnam,16,0.0,7.0,2/14/20
2899,Germany,16,0.0,1.0,2/14/20
2898,Taiwan,18,0.0,1.0,2/14/20
2897,Malaysia,19,0.0,7.0,2/14/20
2896,S. Korea,28,0.0,7.0,2/14/20
2895,Thailand,33,0.0,13.0,2/14/20
2894,Hong Kong,56,1.0,1.0,2/14/20
2893,Singapore,67,0.0,17.0,2/14/20
2892,Japan,259,1.0,11.0,2/14/20
2891,China,66291,1520.0,7977.0,2/14/20
2890,Finland,1,0.0,1.0,2/15/20
2889,Sri Lanka,1,0.0,1.0,2/15/20
2888,Nepal,1,0.0,1.0,2/15/20
2887,Cambodia,1,0.0,1.0,2/15/20
2886,Egypt,1,0.0,0.0,2/15/20
2885,Belgium,1,0.0,0.0,2/15/20
2884,Sweden,1,0.0,0.0,2/15/20
2883,Russia,2,0.0,2.0,2/15/20
2882,Spain,2,0.0,1.0,2/15/20
2881,India,3,0.0,1.0,2/15/20
2880,Italy,3,0.0,0.0,2/15/20
2879,Philippines,3,1.0,2.0,2/15/20
2878,U.A.E.,8,0.0,1.0,2/15/20
2877,Canada,8,0.0,1.0,2/15/20
2876,U.K.,9,0.0,1.0,2/15/20
2875,Macao,10,0.0,3.0,2/15/20
2874,France,11,0.0,3.0,2/15/20
2873,Australia,15,0.0,10.0,2/15/20
2872,USA,15,0.0,3.0,2/15/20
2871,Vietnam,16,0.0,7.0,2/15/20
2870,Germany,16,0.0,1.0,2/15/20
2869,Taiwan,18,0.0,1.0,2/15/20
2868,Malaysia,21,0.0,7.0,2/15/20
2867,S. Korea,28,0.0,9.0,2/15/20
2866,Thailand,34,0.0,14.0,2/15/20
2865,Hong Kong,56,1.0,1.0,2/15/20
2864,Singapore,67,0.0,17.0,2/15/20
2863,Japan,260,1.0,11.0,2/15/20
2862,China,66493,1523.0,8251.0,2/15/20
2861,Finland,1,0.0,1.0,2/16/20
2860,Sri Lanka,1,0.0,1.0,2/16/20
2859,Belgium,1,0.0,1.0,2/16/20
2858,Nepal,1,0.0,1.0,2/16/20
2857,Sweden,1,0.0,0.0,2/16/20
2856,Cambodia,1,0.0,1.0,2/16/20
2855,Egypt,1,0.0,0.0,2/16/20
2854,Spain,2,0.0,2.0,2/16/20
2853,Russia,2,0.0,2.0,2/16/20
2852,India,3,0.0,3.0,2/16/20
2851,Italy,3,0.0,0.0,2/16/20
2850,Philippines,3,1.0,2.0,2/16/20
2849,Canada,8,0.0,1.0,2/16/20
2848,U.K.,9,0.0,8.0,2/16/20
2847,U.A.E.,9,0.0,3.0,2/16/20
2846,Macao,10,0.0,5.0,2/16/20
2845,France,12,1.0,4.0,2/16/20
2844,USA,15,0.0,3.0,2/16/20
2843,Australia,15,0.0,10.0,2/16/20
2842,Vietnam,16,0.0,7.0,2/16/20
2841,Germany,16,0.0,3.0,2/16/20
2840,Taiwan,20,1.0,2.0,2/16/20
2839,Malaysia,22,0.0,8.0,2/16/20
2838,S. Korea,29,0.0,9.0,2/16/20
2837,Thailand,34,0.0,14.0,2/16/20
2836,Hong Kong,57,1.0,2.0,2/16/20
2835,Singapore,75,0.0,19.0,2/16/20
2834,Japan,414,1.0,17.0,2/16/20
2833,China,68509,1666.0,9754.0,2/16/20
2832,Egypt,1,0.0,0.0,2/17/20
2831,Finland,1,0.0,1.0,2/17/20
2830,Sri Lanka,1,0.0,1.0,2/17/20
2829,Belgium,1,0.0,1.0,2/17/20
2828,Nepal,1,0.0,1.0,2/17/20
2827,Sweden,1,0.0,0.0,2/17/20
2826,Cambodia,1,0.0,1.0,2/17/20
2825,Spain,2,0.0,2.0,2/17/20
2824,Russia,2,0.0,2.0,2/17/20
2823,India,3,0.0,3.0,2/17/20
2822,Italy,3,0.0,0.0,2/17/20
2821,Philippines,3,1.0,2.0,2/17/20
2820,Canada,8,0.0,1.0,2/17/20
2819,U.A.E.,9,0.0,3.0,2/17/20
2818,U.K.,9,0.0,8.0,2/17/20
2817,Macao,10,0.0,5.0,2/17/20
2816,France,12,1.0,4.0,2/17/20
2815,Australia,15,0.0,10.0,2/17/20
2814,USA,15,0.0,3.0,2/17/20
2813,Germany,16,0.0,3.0,2/17/20
2812,Vietnam,16,0.0,7.0,2/17/20
2811,Taiwan,20,1.0,2.0,2/17/20
2810,Malaysia,22,0.0,8.0,2/17/20
2809,S. Korea,30,0.0,10.0,2/17/20
2808,Thailand,35,0.0,15.0,2/17/20
2807,Hong Kong,58,1.0,2.0,2/17/20
2806,Japan,65,1.0,17.0,2/17/20
2805,Singapore,75,0.0,19.0,2/17/20
2804,Cruise Ship,454,0.0,17.0,2/17/20
2803,China,70553,1771.0,11158.0,2/17/20
2802,Finland,1,0.0,1.0,2/18/20
2801,Sri Lanka,1,0.0,1.0,2/18/20
2800,Belgium,1,0.0,1.0,2/18/20
2799,Nepal,1,0.0,1.0,2/18/20
2798,Sweden,1,0.0,0.0,2/18/20
2797,Cambodia,1,0.0,1.0,2/18/20
2796,Egypt,1,0.0,0.0,2/18/20
2795,Spain,2,0.0,2.0,2/18/20
2794,Russia,2,0.0,2.0,2/18/20
2793,India,3,0.0,3.0,2/18/20
2792,Italy,3,0.0,0.0,2/18/20
2791,Philippines,3,1.0,2.0,2/18/20
2790,Canada,8,0.0,1.0,2/18/20
2789,U.K.,9,0.0,8.0,2/18/20
2788,U.A.E.,9,0.0,3.0,2/18/20
2787,Macao,10,0.0,5.0,2/18/20
2786,France,12,1.0,5.0,2/18/20
2785,USA,15,0.0,3.0,2/18/20
2784,Australia,15,0.0,10.0,2/18/20
2783,Vietnam,16,0.0,7.0,2/18/20
2782,Germany,16,0.0,9.0,2/18/20
2781,Malaysia,22,0.0,11.0,2/18/20
2780,Taiwan,22,1.0,2.0,2/18/20
2779,S. Korea,31,0.0,12.0,2/18/20
2778,Thailand,35,0.0,17.0,2/18/20
2777,Hong Kong,62,1.0,2.0,2/18/20
2776,Japan,74,1.0,20.0,2/18/20
2775,Singapore,81,0.0,29.0,2/18/20
2774,Diamond Princess,542,0.0,17.0,2/18/20
2773,China,72440,1870.0,12994.0,2/18/20
2772,Sri Lanka,1,0.0,1.0,2/19/20
2771,Cambodia,1,0.0,1.0,2/19/20
2770,Nepal,1,0.0,1.0,2/19/20
2769,Sweden,1,0.0,0.0,2/19/20
2768,Egypt,1,0.0,0.0,2/19/20
2767,Finland,1,0.0,1.0,2/19/20
2766,Belgium,1,0.0,1.0,2/19/20
2765,Spain,2,0.0,2.0,2/19/20
2764,Russia,2,0.0,2.0,2/19/20
2763,Iran,2,2.0,0.0,2/19/20
2762,Italy,3,0.0,0.0,2/19/20
2761,India,3,0.0,3.0,2/19/20
2760,Philippines,3,1.0,2.0,2/19/20
2759,Canada,8,0.0,1.0,2/19/20
2758,U.K.,9,0.0,8.0,2/19/20
2757,U.A.E.,9,0.0,3.0,2/19/20
2756,Macao,10,0.0,5.0,2/19/20
2755,France,12,1.0,7.0,2/19/20
2754,Australia,15,0.0,10.0,2/19/20
2753,USA,15,0.0,3.0,2/19/20
2752,Vietnam,16,0.0,14.0,2/19/20
2751,Germany,16,0.0,9.0,2/19/20
2750,Malaysia,22,0.0,15.0,2/19/20
2749,Taiwan,23,1.0,2.0,2/19/20
2748,Thailand,35,0.0,17.0,2/19/20
2747,S. Korea,51,0.0,16.0,2/19/20
2746,Hong Kong,65,2.0,5.0,2/19/20
2745,Singapore,84,0.0,34.0,2/19/20
2744,Japan,84,1.0,20.0,2/19/20
2743,Diamond Princess,621,0.0,17.0,2/19/20
2742,China,74192,2006.0,14926.0,2/19/20
2741,Sweden,1,0.0,0.0,2/20/20
2740,Sri Lanka,1,0.0,1.0,2/20/20
2739,Nepal,1,0.0,1.0,2/20/20
2738,Finland,1,0.0,1.0,2/20/20
2737,Egypt,1,0.0,1.0,2/20/20
2736,Cambodia,1,0.0,1.0,2/20/20
2735,Belgium,1,0.0,1.0,2/20/20
